id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
TlYGhaKsjhT4Cq-gRlnVUg,gogo-ya-boston,Gogo ya,https://s3-media1.fl.yelpcdn.com/bphoto/udwjrGP8c8ghc6Z4cGxzKQ/o.jpg,False,https://www.yelp.com/biz/gogo-ya-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,15,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 42.344891, 'longitude': -71.102623}",[],$$,"{'address1': '401 Park Dr', 'address2': '', 'address3': 'Time Out Market', 'city': 'Boston', 'zip_code': '02215', 'country': 'US', 'state': 'MA', 'display_address': ['401 Park Dr', 'Time Out Market', 'Boston, MA 02215']}",+19783938088,(978) 393-8088,2576.4504567745344
IhjP8q2cHol4ziuiDFdK2Q,fat-baby-boston-2,Fat Baby,https://s3-media2.fl.yelpcdn.com/bphoto/_Ks51vpVkPPdQMJZc3yjdw/o.jpg,False,https://www.yelp.com/biz/fat-baby-boston-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,178,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 42.3350692488597, 'longitude': -71.046265798519}",['delivery'],$$,"{'address1': '118 Dorchester St', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02127', 'country': 'US', 'state': 'MA', 'display_address': ['118 Dorchester St', 'Boston, MA 02127']}",+16177663450,(617) 766-3450,2496.2658495000983
H_XBx4erPI4IrUo8WySPLg,the-mad-monkfish-cambridge-3,The Mad Monkfish,https://s3-media2.fl.yelpcdn.com/bphoto/qJgDNlKH1KLCgNE-yPkfUw/o.jpg,False,https://www.yelp.com/biz/the-mad-monkfish-cambridge-3?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,861,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",3.5,"{'latitude': 42.36423, 'longitude': -71.10205}","['delivery', 'pickup']",$$,"{'address1': '524 Massachusetts Ave', 'address2': '', 'address3': '', 'city': 'Cambridge', 'zip_code': '02139', 'country': 'US', 'state': 'MA', 'display_address': ['524 Massachusetts Ave', 'Cambridge, MA 02139']}",+16174412116,(617) 441-2116,3118.486622716568
bin8WnikToct6C77oHBJCg,no-relation-boston-2,No Relation,https://s3-media2.fl.yelpcdn.com/bphoto/i8sWIaEuuQirXWs5ueHSiA/o.jpg,False,https://www.yelp.com/biz/no-relation-boston-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,42,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 42.3454022209913, 'longitude': -71.0640801706998}",[],$$$$,"{'address1': '11 William E Mullins Way', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02118', 'country': 'US', 'state': 'MA', 'display_address': ['11 William E Mullins Way', 'Boston, MA 02118']}",+16175301772,(617) 530-1772,648.1706386765152
MtK4TGhPmTqPYQOPSGPSiw,yoki-express-boston,Yoki Express,https://s3-media1.fl.yelpcdn.com/bphoto/px8-ckEEBRUiNkRHjaIWWg/o.jpg,False,https://www.yelp.com/biz/yoki-express-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,139,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'poke', 'title': 'Poke'}]",4.0,"{'latitude': 42.3508518924201, 'longitude': -71.0462842608361}","['delivery', 'pickup']",$$,"{'address1': '53 Boston Wharf Rd', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02210', 'country': 'US', 'state': 'MA', 'display_address': ['53 Boston Wharf Rd', 'Boston, MA 02210']}",+18572637418,(857) 263-7418,2135.088087461252
G7iw9QSWBMyB05yvq-xs4Q,fuji-at-kendall-cambridge,Fuji at Kendall,https://s3-media2.fl.yelpcdn.com/bphoto/u6Oz5FmUMnHup9yI8eZVAA/o.jpg,False,https://www.yelp.com/biz/fuji-at-kendall-cambridge?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,360,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 42.3652801513672, 'longitude': -71.0819854736328}","['restaurant_reservation', 'delivery', 'pickup']",$$,"{'address1': '300 3rd St', 'address2': '', 'address3': '', 'city': 'Cambridge', 'zip_code': '02142', 'country': 'US', 'state': 'MA', 'display_address': ['300 3rd St', 'Cambridge, MA 02142']}",+16172520088,(617) 252-0088,2123.2109053843733
JzUlNRnJ2d10dZgKYHzdeg,seiyo-boston,Seiyo,https://s3-media2.fl.yelpcdn.com/bphoto/jx3dFmMo9eX_z_lilMcJtA/o.jpg,False,https://www.yelp.com/biz/seiyo-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,242,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.5,"{'latitude': 42.337133, 'longitude': -71.076848}",['delivery'],$$,"{'address1': '1721 Washington St', 'address2': 'Unit C', 'address3': '', 'city': 'Boston', 'zip_code': '02118', 'country': 'US', 'state': 'MA', 'display_address': ['1721 Washington St', 'Unit C', 'Boston, MA 02118']}",+16174472183,(617) 447-2183,1277.8332941265776
ODhzNz_TXJw3dHXuC12vlA,mexicali-sushi-bar-boston,Mexicali Sushi Bar,https://s3-media2.fl.yelpcdn.com/bphoto/yNCgt3Obh3ongYa6Yv3HEw/o.jpg,False,https://www.yelp.com/biz/mexicali-sushi-bar-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,17,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'bbq', 'title': 'Barbeque'}]",3.5,"{'latitude': 42.36893, 'longitude': -71.040106}",['delivery'],,"{'address1': '199 Sumner St', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02128', 'country': 'US', 'state': 'MA', 'display_address': ['199 Sumner St', 'Boston, MA 02128']}",+16174185765,(617) 418-5765,3470.4869945622513
RBx16Q13I43yUESbTnzEgA,momi-nonmi-cambridge,Momi Nonmi,https://s3-media2.fl.yelpcdn.com/bphoto/ul2nSOCS3rWv2toxX5IUZA/o.jpg,False,https://www.yelp.com/biz/momi-nonmi-cambridge?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,127,"[{'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,"{'latitude': 42.37303, 'longitude': -71.0961}",['delivery'],$$$$,"{'address1': '1128 Cambridge St', 'address2': '', 'address3': None, 'city': 'Cambridge', 'zip_code': '02139', 'country': 'US', 'state': 'MA', 'display_address': ['1128 Cambridge St', 'Cambridge, MA 02139']}",+16179457328,(617) 945-7328,3466.8630888020643
QhO6jvHAsvbM6K8YuMbZtw,genki-ya-brookline-brookline-2,Genki Ya - Brookline,https://s3-media1.fl.yelpcdn.com/bphoto/Nt_QnrvWWyqjaHdQBfVMcw/o.jpg,False,https://www.yelp.com/biz/genki-ya-brookline-brookline-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,754,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 42.344925, 'longitude': -71.126758}","['delivery', 'pickup']",$$,"{'address1': '398 Harvard St', 'address2': '', 'address3': '', 'city': 'Brookline', 'zip_code': '02446', 'country': 'US', 'state': 'MA', 'display_address': ['398 Harvard St', 'Brookline, MA 02446']}",+16172773100,(617) 277-3100,4570.674504058678
kX9C_pmpCbqqY0weZVA02w,les-sushi-bar-and-restaurant-cambridge-2,Le's Sushi Bar & Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/dc2U-JulQjrzq7NRXR0IxA/o.jpg,False,https://www.yelp.com/biz/les-sushi-bar-and-restaurant-cambridge-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,111,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.0,"{'latitude': 42.37165, 'longitude': -71.08328}","['delivery', 'pickup']",$$,"{'address1': '425 Cambridge St', 'address2': '', 'address3': None, 'city': 'Cambridge', 'zip_code': '02141', 'country': 'US', 'state': 'MA', 'display_address': ['425 Cambridge St', 'Cambridge, MA 02141']}",+16179452305,(617) 945-2305,2825.568963484083
FyuAaPKIIJH03sgtFRRuig,wasabi-at-porter-cambridge,Wasabi at Porter,https://s3-media3.fl.yelpcdn.com/bphoto/0l1mASWgUAXT8KQ1Lu5FiA/o.jpg,False,https://www.yelp.com/biz/wasabi-at-porter-cambridge?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,142,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 42.3913002, 'longitude': -71.1234283}","['delivery', 'pickup']",$$,"{'address1': '2088 Massachusetts Ave', 'address2': '', 'address3': '', 'city': 'Cambridge', 'zip_code': '02140', 'country': 'US', 'state': 'MA', 'display_address': ['2088 Massachusetts Ave', 'Cambridge, MA 02140']}",+16179455001,(617) 945-5001,6459.49191989952
NZRcwbMS_Xas94z8uWGGuA,samurai-express-boston,Samurai Express,https://s3-media3.fl.yelpcdn.com/bphoto/IOa2_Gs9DLhvzByEjyL95Q/o.jpg,False,https://www.yelp.com/biz/samurai-express-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,58,"[{'alias': 'japanese', 'title': 'Japanese'}]",3.5,"{'latitude': 42.3507294, 'longitude': -71.0716142}","['delivery', 'pickup']",$$,"{'address1': '31 St James Ave', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['31 St James Ave', 'Boston, MA 02116']}",+16174312282,(617) 431-2282,322.5413657318137
x8Q46z656HD3QcwCPi957w,super-fusion-cuisine-ii-watertown-3,Super Fusion Cuisine II,https://s3-media2.fl.yelpcdn.com/bphoto/s9Rx1fTZbmATk7-g46LQpw/o.jpg,False,https://www.yelp.com/biz/super-fusion-cuisine-ii-watertown-3?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,477,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 42.366299, 'longitude': -71.182604}","['delivery', 'pickup']",$$,"{'address1': '54 Mt Auburn St', 'address2': '', 'address3': '', 'city': 'Watertown', 'zip_code': '02472', 'country': 'US', 'state': 'MA', 'display_address': ['54 Mt Auburn St', 'Watertown, MA 02472']}",+16173930008,(617) 393-0008,9387.429576854463
wMRrk6HNeZAUN596aeXtjw,kayuga-boston,Kayuga,https://s3-media1.fl.yelpcdn.com/bphoto/b91tWpPnF4wjN2SCftPOjw/o.jpg,False,https://www.yelp.com/biz/kayuga-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,213,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 42.3514709472656, 'longitude': -71.1221237182617}","['delivery', 'pickup']",$$,"{'address1': '1030 Commonwealth Ave', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02215', 'country': 'US', 'state': 'MA', 'display_address': ['1030 Commonwealth Ave', 'Boston, MA 02215']}",+16175668888,(617) 566-8888,4201.53974820429
uLw8g1aI7RCY0xMwhxf1cg,b-cafe-quincy-2,B Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/YhFdgKNIUSm_Nt8uGeCJKw/o.jpg,False,https://www.yelp.com/biz/b-cafe-quincy-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,481,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'teppanyaki', 'title': 'Teppanyaki'}]",4.0,"{'latitude': 42.273435, 'longitude': -71.0256132}","['delivery', 'pickup']",$$,"{'address1': '405 Hancock St', 'address2': None, 'address3': '', 'city': 'Quincy', 'zip_code': '02171', 'country': 'US', 'state': 'MA', 'display_address': ['405 Hancock St', 'Quincy, MA 02171']}",+16176570008,(617) 657-0008,9084.686733534843
uAGPhWZAQxSb0Llkxoi-PA,jins-fine-asian-cuisine-and-sushi-bar-brookline-2,Jin's Fine Asian Cuisine & Sushi Bar,https://s3-media2.fl.yelpcdn.com/bphoto/EoS33Ulj8W5H-CEowEVSWQ/o.jpg,False,https://www.yelp.com/biz/jins-fine-asian-cuisine-and-sushi-bar-brookline-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,183,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 42.3437641425037, 'longitude': -71.1236747726798}","['delivery', 'pickup']",$$,"{'address1': '329 Harvard St', 'address2': None, 'address3': None, 'city': 'Brookline', 'zip_code': '02446', 'country': 'US', 'state': 'MA', 'display_address': ['329 Harvard St', 'Brookline, MA 02446']}",+16178606288,(617) 860-6288,4332.780049787232
9taeXt4yjXR7J7Z9Ry9MtQ,avana-sushi-2-boston,Avana Sushi 2,https://s3-media3.fl.yelpcdn.com/bphoto/1b6ejKO-Qj_OMgA2OCxzng/o.jpg,False,https://www.yelp.com/biz/avana-sushi-2-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,128,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 42.3558, 'longitude': -71.0584499}","['delivery', 'pickup']",$$,"{'address1': '58 Franklin St', 'address2': None, 'address3': '', 'city': 'Boston', 'zip_code': '02110', 'country': 'US', 'state': 'MA', 'display_address': ['58 Franklin St', 'Boston, MA 02110']}",+16174235000,(617) 423-5000,1376.864889579569
n3eMfjoOjzc_5lfq_z8w-A,genji-cambridge,Genji,https://s3-media3.fl.yelpcdn.com/bphoto/_S25bDjhVA7wqi_gg5T8Bw/o.jpg,False,https://www.yelp.com/biz/genji-cambridge?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,1,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",5.0,"{'latitude': 42.3680496, 'longitude': -71.1024933}",['delivery'],,"{'address1': '115 Prospect St', 'address2': '', 'address3': 'Whole Foods Market', 'city': 'Cambridge', 'zip_code': '02139', 'country': 'US', 'state': 'MA', 'display_address': ['115 Prospect St', 'Whole Foods Market', 'Cambridge, MA 02139']}",+16174920070,(617) 492-0070,3405.477797292495
qAxq7dudFp7zOWdYg-WXUg,moko-japanese-cuisine-boston,Moko Japanese Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/-CjYeOgeWcC_sxrdEEKKlQ/o.jpg,False,https://www.yelp.com/biz/moko-japanese-cuisine-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,124,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 42.33579, 'longitude': -71.03757}","['delivery', 'pickup']",$$,"{'address1': '674 E Broadway', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02127', 'country': 'US', 'state': 'MA', 'display_address': ['674 E Broadway', 'Boston, MA 02127']}",+16177524601,(617) 752-4601,3074.406214278295
3HaFIZvFNf_v6A-d5dXNZg,gyu-kaku-japanese-bbq-dorchester,Gyu-Kaku Japanese BBQ,https://s3-media1.fl.yelpcdn.com/bphoto/700HtTg1NmPmRqZHvvV0qw/o.jpg,False,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-dorchester?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,173,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 42.31762, 'longitude': -71.0567}","['delivery', 'pickup']",$$$,"{'address1': '23 District Ave', 'address2': '', 'address3': None, 'city': 'Dorchester', 'zip_code': '02125', 'country': 'US', 'state': 'MA', 'display_address': ['23 District Ave', 'Dorchester, MA 02125']}",+18573093812,(857) 309-3812,2616.954432682701
2Puvh1tZnbEuIimMv0hJ5Q,maluken-and-sushi-express-brookline,Maluken & Sushi Express,https://s3-media1.fl.yelpcdn.com/bphoto/AVlHkf53cmm1o75TBs8c1A/o.jpg,False,https://www.yelp.com/biz/maluken-and-sushi-express-brookline?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,178,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.5,"{'latitude': 42.346021507455, 'longitude': -71.108248354653}","['delivery', 'pickup']",$$,"{'address1': '1038 Beacon St', 'address2': None, 'address3': '', 'city': 'Brookline', 'zip_code': '02446', 'country': 'US', 'state': 'MA', 'display_address': ['1038 Beacon St', 'Brookline, MA 02446']}",+16177385658,(617) 738-5658,3047.870915699257
IT8KAh28DxlxmpTuF7Narw,bosso-ramen-tavern-cambridge,Bosso Ramen Tavern,https://s3-media3.fl.yelpcdn.com/bphoto/LMKp-z3GdK3vReMnEP2f9Q/o.jpg,False,https://www.yelp.com/biz/bosso-ramen-tavern-cambridge?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,23,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",4.0,"{'latitude': 42.372170173988955, 'longitude': -71.11839015036821}",[],,"{'address1': '24 Holyoke St', 'address2': '', 'address3': None, 'city': 'Cambridge', 'zip_code': '02138', 'country': 'US', 'state': 'MA', 'display_address': ['24 Holyoke St', 'Cambridge, MA 02138']}",,,4724.881124203585
Hn5wy9sEgZM1pdgjdTwHnw,umi-fine-japanese-and-asian-cuisine-waltham,UMI Fine Japanese & Asian Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/AYyd2kfZUgUZfkiohWa0Tw/o.jpg,False,https://www.yelp.com/biz/umi-fine-japanese-and-asian-cuisine-waltham?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,209,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 42.39818, 'longitude': -71.26208}","['delivery', 'pickup']",$$,"{'address1': '475 Winter St', 'address2': None, 'address3': '', 'city': 'Waltham', 'zip_code': '02451', 'country': 'US', 'state': 'MA', 'display_address': ['475 Winter St', 'Waltham, MA 02451']}",+17818909645,(781) 890-9645,16666.709076331128
U0nUojaN5jPkld3D7bHldg,fins-sushi-and-grill-brighton,Fin's Sushi and Grill,https://s3-media2.fl.yelpcdn.com/bphoto/CRg_D8zXQIBZqXnigU9_qQ/o.jpg,False,https://www.yelp.com/biz/fins-sushi-and-grill-brighton?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,307,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 42.3368451881789, 'longitude': -71.1516341401275}","['delivery', 'pickup']",$$,"{'address1': '354 Chestnut Hill Ave', 'address2': '', 'address3': '', 'city': 'Brighton', 'zip_code': '02135', 'country': 'US', 'state': 'MA', 'display_address': ['354 Chestnut Hill Ave', 'Brighton, MA 02135']}",+16177310018,(617) 731-0018,6719.339836747102
-HcDOeP2HR29aFt3j4cfnA,maruichi-japanese-food-and-deli-brookline,Maruichi Japanese Food & Deli,https://s3-media1.fl.yelpcdn.com/bphoto/A5x-OL6YmjGMM18e1MIZbw/o.jpg,False,https://www.yelp.com/biz/maruichi-japanese-food-and-deli-brookline?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,68,"[{'alias': 'intlgrocery', 'title': 'International Grocery'}]",4.5,"{'latitude': 42.34287094785805, 'longitude': -71.12298431736903}",[],$$,"{'address1': '306 Harvard St', 'address2': '', 'address3': None, 'city': 'Brookline', 'zip_code': '02446', 'country': 'US', 'state': 'MA', 'display_address': ['306 Harvard St', 'Brookline, MA 02446']}",+16175055009,(617) 505-5009,4288.049521444656
UgAVU0n3ysKBVoNWp4OHcg,shabu-and-mein-cambridge-3,Shabu & Mein,https://s3-media4.fl.yelpcdn.com/bphoto/GwYZ3DJnDDCuOBr21QpjvQ/o.jpg,False,https://www.yelp.com/biz/shabu-and-mein-cambridge-3?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,570,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 42.366246432066, 'longitude': -71.077893152833}","['delivery', 'pickup']",$$,"{'address1': '148 1st St', 'address2': '', 'address3': '', 'city': 'Cambridge', 'zip_code': '02142', 'country': 'US', 'state': 'MA', 'display_address': ['148 1st St', 'Cambridge, MA 02142']}",+16175777888,(617) 577-7888,2132.5694353363724
_muVoNc4H_H_557WJvVWWQ,ostra-boston,Ostra,https://s3-media1.fl.yelpcdn.com/bphoto/4YblAtVlK058rnLSzBfQxA/o.jpg,False,https://www.yelp.com/biz/ostra-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,507,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 42.3510951212984, 'longitude': -71.0670912265778}",['delivery'],$$$$,"{'address1': '1 Charles St S', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['1 Charles St S', 'Boston, MA 02116']}",+16174211200,(617) 421-1200,497.2902184230673
1MykNndxUayjCmzn1rKfHQ,karma-burlington-burlington,Karma Burlington,https://s3-media4.fl.yelpcdn.com/bphoto/Db0S8yiptjAS1ZgOYD8eNg/o.jpg,False,https://www.yelp.com/biz/karma-burlington-burlington?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,94,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",3.5,"{'latitude': 42.48294644958995, 'longitude': -71.21484947323763}",[],,"{'address1': '75 Middlesex Turnpike', 'address2': None, 'address3': '', 'city': 'Burlington', 'zip_code': '01803', 'country': 'US', 'state': 'MA', 'display_address': ['75 Middlesex Turnpike', 'Burlington, MA 01803']}",+17813650660,(781) 365-0660,19096.285564760467
VUg08FbKUpGx7Fu-S1vDuQ,kimchipapi-kitchen-allston,Kimchipapi Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/aDh2KKXD2cPHctb10NE-Xg/o.jpg,False,https://www.yelp.com/biz/kimchipapi-kitchen-allston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,236,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.5,"{'latitude': 42.3535219, 'longitude': -71.132465}","['delivery', 'pickup']",$$,"{'address1': '81 Harvard Ave', 'address2': '', 'address3': None, 'city': 'Allston', 'zip_code': '02134', 'country': 'US', 'state': 'MA', 'display_address': ['81 Harvard Ave', 'Allston, MA 02134']}",+16172088005,(617) 208-8005,5070.502994056607
